RegistryID,TitleOfWork,YearOfInstallation,Status,DescriptionOfwork,ArtistProjectStatement,SiteName,SiteAddress,Neighbourhood,Latitude,Longitude,LocationOnsite,Type,PrimaryMaterial,Ownership,URL,PhotoURL,PhotoCredits,Artists
47,B.C. Pageant,1951,In place,"A colourful mural in rich reds and browns painted on linen, it depicts early explorers and natives of BC. The mural features Haida carvings and nautical symbols as decorative motifs. It includes twentieth century figures on the left panel - Emily Carr, representing culture; Eric Hamber, Chancellor of UBC, representing education; Major-General Bertram Hoffmeister representing defense; and a logger representing labour. The central panel shows Captain George Vancouver (1757-98) on the HMS Discovery naming Burrard Inlet after Sir Harry Burrard. The left panel recalls the early explorers, Juan de Fuca and de Fonte. The Nootka chief Maquinna is also included. The smaller panels include the Spanish explorer Quadra, the arrival of Captain James Cook, Alexander MacKenzie in Bella Coola, and Simon Fraser exploring the river.","Comfort was asked to create a romantic composition about West Coast development. ""My composition deals largely with discovery and development, then and now; the West Coast Indians and their artifacts, the Spaniards, the French, the British,..."" (Charles Comfort in Canadian Art 1951 as quoted in E.Godley, Public & Office Building Art in Greater Vancouver, Greater Vancouver Book)  In 2002, when the bank branch closed, the mural was donated to Simon Fraser University.","Formerly T.D. Bank, now SFU",Formerly 499 Granville Street,Downtown,49.28499100,-123.11497900,"Formerly interior, west wall of TD Bank",Mural,"Paint, linen, plaster",private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=47,,,25;36;159;160
48,Nature's Own Geometry,1965,In place,The copper bas-relief with abstract design and texture that hangs above the doors as well as the enameled entrance doors themselves are done by the artists.,,Block Bldg.,2695 Granville Street,Fairview,49.26191100,-123.13891300,"Exterior, front entrance",Relief,"Copper, glass",private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=48,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=48&ImageId=39,,144;145
49,Family Group,1966,Removed,The statue of a man and woman and two children was relocated to Surrey.,,Pacific Press Bldg.,,,,,,Figure,bronze,private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=49,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=49&ImageId=40,,241
50,Untitled (Fountain),,Removed,,,Pacific Press Bldg.,relocated to Surrey,,,,,Fountain,granite,private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=50,,,257
51,Untitled (Spirit of Communication),1966,Removed,This abstract piece represents a masculine figure of welded and beaten copper whose upper body expands into a series of metal wires connected to printing plates.,"The work is meant to be a fantasy that could be thought of as ""the none-too-gentle transformation of three dimensional life into two-dimensional print.""   ""It became my practice not to name my works. This was my reaction against too much dependence on verbiage in the visual arts. It also became my practice not to sign my work. Again my protest against the ""cult of personality"" still so rampant in the art world. G.N.",Pacific Press Bldg.,Relocated to Surrey,,,,,Sculpture,"Copper, brass",private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=51,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=51&ImageId=41,,264
52,Untitled (100),1986,In place,This 7' high stone 100 was made to celebrate the centennial of the city.,,Granville Street Bridge,Granville Street at 4th Avenue,Fairview,49.26759200,-123.13896300,West 4th Street exit,Sculpture,B.C. granite aggregate,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=52,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=52&ImageId=42,,139
53,Requiem for Yan,1986,In place,This rectangular tower with many angles and corners is constructed of stainless steel and copper tubing.,"The piece was made as part of City Shapes in 1985-86. The artwork is a tribute to the strength of the pioneers and to  the artist's father, Hon Yan Young, who came to Canada to work on the railroad and became a foreman, translator, and merchant. The piece is a reference to an oriental puzzle box.",Queen Elizabeth Theatre,650 Hamilton,Downtown,49.28020600,-123.11293400,Lobby,Sculpture,"Stainless steel, copper",City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=53,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=53&ImageId=43,,46
54,Homage to Helios I to V,1967,In place,,,Baxter Bldg.,1111 West Hastings Street,Downtown,49.28833100,-123.12022000,Plaza,Sculpture,Corten steel,private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=54,,,104
55,The Fathomless Richness of the Seabed,1969,In place,The ceramic wall relief in blues and golds is meant to be an abstract reflection of the bottom of the sea.,"The artist was asked to create a mural that would echo the relationship between the building and its environment. The mural is "" an abstract work of art and as such bears no representative relation to the world as seen through the eyes. Yet, when looked at through the mind's eye the textures, reliefs, colours suddenly acquire a pattern, a purpose, a life of their own. Bonet turned to the bottom of the sea for his inspiration.""",Guiness Tower,1055 West  Hastings Street,Downtown,49.28759200,-123.11820400,"Interior, front lobby",Relief,Ceramic,private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=55,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=55&ImageId=44,Barbara Cole,18
57,Eskimo Family with Owl,,In place,,,Board of Trade Tower,1177 West Hastings Street,Downtown,,,"interior, front lobby",Sculpture,soapstone,private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=57,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=57&ImageId=45,,85
59,Bear & Seals,1968,In place,,,Board of Trade Tower,1177 West Hastings Street,Downtown,,,,Sculpture,,private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=59,,,120
61,Cenotaph,1924,In place,"This war memorial is a grey granite obelisk and is located at the foot of Victory Square. The three-sided monument was designed by Major G.L. Thornton Sharp to harmonize with the triangular shape of the park. The Cenotaph was unveiled by His Worship W. R. Owen, Mayor of Vancouver, on Sunday April 27, 1924. The ornamentations on the stone include one long sword, one laurel wreath, and one poppy wreath; both of the wreaths are entwined with maple leafs. A stone replica of the steel helmet used in the war of 1914-1918 adorns three corner abutments.",,Victory Square,Hastings & Cambie Street,Downtown,49.28247500,-123.10989400,N.E. corner of park,Memorial,Nelson Island granite,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=61,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=61&ImageId=46,Barbara Cole,72
62,Untitled,1960,Removed,This  marble and ceramic drinking fountain is also a memorial.,,Victory Square,Hastings & Cambie Street,Downtown,49.28216100,-123.10995200,East side of park ,Fountain,"Marble, ceramic",City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=62,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=62&ImageId=47,,42
63,Province Newspaper Memorial,1967,In place,,,Victory Square,Hastings & Cambie Street,Downtown,49.28209000,-123.10989400,South end of park ,Sculpture,Aluminum,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=63,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=63&ImageId=48,,41
64,Lookout,1999,In place,"A sculptural installation consisting of two glass-roofed pavilions separated by approximately 120 metres.  The elliptical roof of each pavilion is supported by two walls made of stainless steel with cutout silhouettes of  industrial and natural forms. A second component of Lookout is a perimeter railing with cantilevered glass panels. The panels are inscribed with sandblasted words, written especially for this site in consultation with poet Robin Blaser. Midway between the two pavilions, the cut-out images are cast into the concrete walkway. As well, the artists have placed 13 simple bronze chairs throughout the site. The art work has an accompanying website at: http://www.lookoutsculpture.com/","""…As a public quay and access way, Marinaside Crescent is the site of a deep native and non-native knowledge, memories and history. We wanted our work to act as a 'marker' that would reflect the events and cultures of this neighbourhood and, as well, be 'of our time' and of the future. …Lookout is meant to be many things:- a shelter from rain- a viewing portal, an archway- a framing device- a 'light projector' that recalls the activities that have occurred here since human occupation- a celebration of a place.""",Marinaside Crescent,,Downtown,49.27326500,-123.11914700,"False Creek north on the seawall, east of the foot of Davie",Site Work,"stainless steel, glass, bronze ",City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=64,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=64&ImageId=49,Barbara Cole,80;217
65,Untitled (fountain),2000,In place,"A low black granite “lotus” radiating from a round centre ring sits in the middle of a long narrow pool between Pacific Boulevard and the seawall.  Water wells up in the centre of the flower and spills out over the stylized petals, falling from between the serrated points into the pool below. The full flower is visible from the apartments above. The lotus form honours the history of Chinese immigrants and their contribution to the railway and the industries around False Creek. Three black granite circles are inset into the white concrete around the pool.  These rings echo the Ring Gear on Pacific Boulevard. Skateboarders like to practice on the flat surfaces around the pool. The area is finished with trees and simple black granite benches.","The project, for me, was about space for public use where art would help shape, animate and give meaning to that space.One of the underlying references is the many streams that once flowed into False Creek. The extension of the pavement above the water’s edge is meant to suggest this disappearance underground, to stir memory and history, while at the same time reinforcing the sense of the above ground space as a visually continuous promenade and plaza.The pond’s dominant feature, a circular granite sculpture sited in the center of the pond, is elevated above the grade of the paving so that a viewer (pedestrian or resident) can fully comprehend its form: a form that might suggest a flower, a wheel, a saw blade....This sculpture also has a spatial function to gather and hold energy as well as operating as a source of water for the pond. The three granite rings embedded in the concrete plaza reiterate the central well of the sculpture from which the water flows and activate the plaza plane. This plane is further activated by the stainless steel rings that echo both the shape of the pond ends as well as the wave movement of the water.As the pedestrian moves into the space the sound of the falling water becomes more dominant till the extraneous sounds of the street are entirely absorbed offering respite and perhaps an opportunity for further engagement and reflection.",Boathouse Mews,Between Davie Street & Coopers Mews,Downtown,49.27385700,-123.11755200,Pedestrian mews connecting Pacific Blvd. to Marinaside Crescent,Fountain,Black granite,Privately Owned,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=65,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=65&ImageId=50,,221
66,Coopers Mews,2002,In place,"Taking its source elements from the railway and cooperage that used to inhabit the area in the early twentieth century, the art work starts with a galvanized steel track that runs overhead and wanders through the tall buildings between Pacific Boulevard and the False Creek seawall west of the Cambie Street bridge. Cement and wood planks are interspersed with grass to create a walkway underneath the overhead track. The planks are reminiscent of a winding keyboard. The overhead track ends at the False Creek side with a row of 5 wooden barrels lined up like on an assembly line. Below the barrels is a board walk of 12 segments. Stepping on each board distinctly will cause steam to be forced through the barrels and out one side, creating a sound like a calliope on which you can play a tune. The sound harkens back to other times in relation to the contemporary sounds of the city which surround the piece.",,Coopers Mews,1033 Marinaside Crescent,Downtown,49.27363100,-123.11663700,Pedestrian mews to the west of Cambie Bridge,Sculpture,"Cement, barrels, steel, wood planks",,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=66,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=66&ImageId=987,,140
67,Throne of Nezahualcoyotl,1978,In place,"Depicts the throne of the Aztec lord Prince Nezahualcoyotl. According to tradition, Nezahualcoyotl - poet, architect, legislator, and ruler of Tetzcoco from 1418 to 1463 - found inspiration in flowers. Hence, the setting of VanDusen Botanical Garden was deemed appropriate by the Government of Mexico, who donated the sculpture.",,VanDusen Botanical Garden,5251 Oak Street,Shaughnessy,49.23825500,-123.13383200,East of Camelia collection,Sculpture,"Welded steel, paint",City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=67,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=67&ImageId=898,Heide Dobler,129
